"signature"	"gene"	"PageRank"	"PPI_cat"	"EigenCentrality"	"p.PageRank"	"rank_by_p.PR"	"rank_by_PR"	"annd"	"p.annd"	"strength"	"rank_by_strength"	"normalized.strength"	"rank_by_normalized.strength"	"rank_by_ANND"	"rank_by_p.ANND"
"HiG_blood"	"Vim"	0.00334579952453495	"HiG"	0.15823596565939	0.338	156	58	108.646410169286	0	8.21547302929943	69	0.0147230699449811	69	161	279
"HiG_blood"	"Wasf2"	0.00759005708919707	"HiG"	0.409902728765428	0.689	480.5	15	102.129504456021	0	23.227	13	0.0416254480286738	13	198	279
"HiG_blood"	"Wdr1"	0.00203991313933815	"HiG"	0.162363364925178	0.74	516.5	131	102.351424048829	0	5.77693742933659	116	0.0103529344611767	116	193	279
"HiG_blood"	"Wdr45b"	0.000673744216059809	"HiG"	0.00381910073718349	0.583	397.5	379	45.0435555555556	0	1.125	354	0.00201612903225806	354	443	279
"HiG_blood"	"Wsb1"	0.000778808008906276	"HiG"	0.00834878924190978	0.288	101	331	36.1282719321225	0	1.07383946403095	358	0.00192444348392643	358	480	279
"HiG_blood"	"Xbp1"	0.00236467319001313	"HiG"	0.0786028461823458	0.613	418	106	78.5563104358001	0	6.52073819598748	102	0.0116859107454973	102	302	279
"HiG_blood"	"Xpnpep1"	0.0024622699058854	"HiG"	0.0151717062291291	0.225	35.5	96	33.2547355958958	0	5.068	132	0.00908243727598566	132	488	279
"HiG_blood"	"Yif1b"	0.00166494431237218	"HiG"	0.0182310102401637	0.374	196	171	39.1722205838986	0	3.391	198	0.00607706093189964	198	464	279
"HiG_blood"	"Ywhah"	0.00797015540398572	"HiG"	0.31570231535487	0.616	421	12	92.2055115427208	0	23.478	12	0.0420752688172043	12	244	279
"HiG_blood"	"Ywhaq"	0.00243055790561383	"HiG"	0.157065817875722	0.614	419	98	93.6433915246234	0	6.82919999669986	95	0.0122387096715051	95	235	279
"HiG_blood"	"Zfp36l1"	0.000594040897064246	"HiG"	0.0165687466638125	0.389	217.5	415	108.336280266919	0	0.800224923094631	401	0.00143409484425561	401	163	279
"HiG_blood"	"Zyx"	0.00203705719075551	"HiG"	0.154595210932531	0.697	485.5	132	112.683088217487	0	5.5855365669924	119	0.0100099221630688	119	140	279
"HiG_cardiac.a"	"9130401M01Rik"	0.000665180598782993	"HiG"	0.0162001413655977	0.946	389.5	332	66.262969588551	0	0.559	275	0.00142966751918159	275	160	196
"HiG_cardiac.a"	"Aars"	0.00712743321710505	"HiG"	0.276409318344383	0.667	285	27	63.3089182773822	0	11.796	26	0.0301687979539642	26	172	196
"HiG_cardiac.a"	"Actb"	0.00664453682948665	"HiG"	0.213483784431103	0.131	21	30	65.0294657129086	0	8.48101258971488	41	0.0216905692831583	41	165	196
"HiG_cardiac.a"	"Actl6a"	0.0153593634416243	"HiG"	0.366382015001772	0.302	178	3	64.1712603576102	0	22.93	5	0.0586445012787724	5	169	196
"HiG_cardiac.a"	"Actn1"	0.00172308398815187	"HiG"	0.0541226027128203	0.159	60	160	98.1481605668308	0	1.76158430134887	162	0.00450533069398687	162	98	196
"HiG_cardiac.a"	"Acvr2b"	0.000836343567690159	"HiG"	0.0191344687179648	0.164	72.5	293	152.18040338022	0	0.504537117872838	293	0.00129037626054434	293	22	196
"HiG_cardiac.a"	"Adh5"	0.00180829020736828	"HiG"	0.0366982760279565	0.572	254	155	42.8921935209525	0	2.37138850229091	137	0.00606493223092305	137	316	196
"HiG_cardiac.a"	"Adk"	0.00206860739955213	"HiG"	0.060444858757385	0.612	263.5	137	56.8934592867172	0	2.89356834041491	119	0.00740043053814554	119	218	196
"HiG_cardiac.a"	"Aldh1a2"	0.00185353193822116	"HiG"	0.0298129570652454	0.172	87.5	150	92.6893103352307	0	1.38256116794157	194	0.00353596206634673	194	106	196
"HiG_cardiac.a"	"Aldh2"	0.00242764170919047	"HiG"	0.0632744912555246	0.56	249.5	116	54.2827823135335	0	3.45303439090326	107	0.00883129000231012	107	246	196
"HiG_cardiac.a"	"Aldoc"	0.00133722349344394	"HiG"	0.0294087313819316	0.421	219	202	68.6857604172882	0	1.50640845650805	185	0.00385270704989272	185	149	196
"HiG_cardiac.a"	"Alpl"	0.000995167975779054	"HiG"	0.0320608631791716	0.183	105.5	261	132.687273575648	0	0.822314564147499	240	0.00210310630216752	240	46	196
"HiG_cardiac.a"	"Anp32b"	0.00142601371631186	"HiG"	0.0291430178495526	0.413	213	184	44.4619830060307	0	1.48066396830677	187	0.00378686436907103	187	311	196
"HiG_cardiac.a"	"Anxa5"	0.00244860489017522	"HiG"	0.06471682606094	0.174	93	114	88.3848567923446	0	2.74630668585195	124	0.00702380226560601	124	111	196
"HiG_cardiac.a"	"Apex1"	0.00262049399571081	"HiG"	0.173511608614977	0.826	341	104	67.5440415657682	0	4.25328860035475	91	0.0108779759599866	91	155	196
"HiG_cardiac.a"	"Arf4"	0.00102944103000268	"HiG"	0.0096214983465943	0.286	170	254	32.8775678839952	0	0.763363990717889	250	0.00195233757216851	250	354	196
"HiG_cardiac.a"	"Arg1"	0.00157484412272154	"HiG"	0.0396147418938687	0.239	152	169	93.2734189657251	0	1.64642538001254	175	0.00421080659849753	175	105	196
"HiG_cardiac.a"	"Arid3b"	0.000776545723435788	"HiG"	0.017801661353671	0.624	270	306	57.3853635263996	0	0.670729204955717	262	0.00171541996152357	262	214	196
"HiG_cardiac.a"	"Arl3"	0.000983004276115104	"HiG"	0.00976662950720328	0.533	242	265	33.962895755761	0	0.60660777763902	269	0.00155142654127627	269	349	196
"HiG_cardiac.a"	"Arl6ip1"	0.00380267481963039	"HiG"	0.279653189102923	0.848	351.5	56	51.8692539570861	0	6.81394285084651	55	0.0174269638129067	55	266	196
"HiG_cardiac.a"	"Atic"	0.0115169320888942	"HiG"	0.291942838092627	0.628	272.5	11	58.7350422804871	0	18.803	12	0.0480895140664962	12	206	196
"HiG_cardiac.a"	"B2m"	0.00202614695832548	"HiG"	0.0627928744447236	0.179	99.5	139	82.8344595370404	0	2.16454373575377	145	0.00553591748274622	145	123	196
"HiG_cardiac.a"	"Basp1"	0.00144519293548005	"HiG"	0.040606561580159	0.416	216	181	42.3171253599952	0	1.69399503364825	170	0.00433246811674745	170	317	196
"HiG_cardiac.a"	"Bcat1"	0.00189265714987175	"HiG"	0.0836665861642149	0.871	365	148	52.3059392522015	0	2.84466185749008	120	0.00727535001915622	120	265	196
"HiG_cardiac.a"	"Bccip"	0.00319790991037721	"HiG"	0.294882677229705	0.867	362.5	78	53.7577568600717	0	6.05635765606156	62	0.0154894057699784	62	251	196
"HiG_cardiac.a"	"Bex1"	0.00236248497347956	"HiG"	0.00011114505125834	0.03	3	122	11.8679884779623	0	0.301574408952105	330	0.000771290048470857	330	382	196
"HiG_cardiac.a"	"Bex2"	0.00100144196507555	"HiG"	5.34830572952727e-05	0.093	8.5	260	13.7901465105873	0	0.104449425291325	354	0.000267134080028965	354	381	196
"HiG_cardiac.a"	"Bex3"	0.00306466833827464	"HiG"	0.000158650450875921	0.025	2	84	10.7814488716302	0	0.424522780731656	303	0.00108573601210142	303	387	196
"HiG_cardiac.a"	"Bex4"	0.000718236336592753	"HiG"	4.78178713286537e-07	0.113	14	321	10.9421120293971	0	0.0496244307101566	374	0.000126916702583521	374	384	196
"HiG_cardiac.a"	"Brd3"	0.00779599016389941	"HiG"	0.147718416039789	0.314	180	24	72.2551311797251	0	11.206	29	0.0286598465473146	29	143	196
"HiG_cardiac.a"	"C1qbp"	0.00279244676795046	"HiG"	0.203028058956001	0.87	364	97	55.2864692327889	0	4.9511594268904	82	0.0126628118334793	82	235	196
"HiG_cardiac.a"	"Cacybp"	0.00322984083023177	"HiG"	0.189397558667232	0.686	295	75	74.3360426367448	0	5.1185329570082	81	0.0130908771278982	81	135	196
"HiG_cardiac.a"	"Cadm1"	0.00101497107184481	"HiG"	0.0285328435583397	0.174	93	258	153.423521717937	0	0.741369264170418	254	0.00189608507460465	254	20	196
"HiG_cardiac.a"	"Cald1"	0.000752857347186616	"HiG"	0.0115438618116641	0.198	119.5	314	130.494348570167	0	0.405462900410365	307	0.00103698951511602	307	49	196
"HiG_cardiac.a"	"Calm2"	0.00189322721085091	"HiG"	0.0327819838264504	0.153	49	147	67.3039090846174	0	1.70199358490683	168	0.00435292476958269	168	157	196
"HiG_cardiac.a"	"Car14"	0.000939615096863426	"HiG"	0.0934372564441607	0.966	391	275	60.1310467751749	0	1.29352285502223	200	0.00330824259596477	200	191	196
"HiG_cardiac.a"	"Car3"	0.00113430506344586	"HiG"	0.0947306044432195	0.937	388	231	53.5720153826489	0	1.58528560595781	181	0.00405443888991768	181	254	196
"HiG_cardiac.a"	"Cbr1"	0.00402047624991146	"HiG"	0.0551397779645209	0.407	210	52	49.4851752021564	0	5.194	78	0.0132838874680307	78	282	196
"HiG_cardiac.a"	"Cbx1"	0.00106944086346468	"HiG"	0.016011349561473	0.401	208	248	50.6749669861336	0	1.04313855929039	210	0.00266787355317234	210	273	196
"HiG_cardiac.a"	"Ccn1"	0.00125146698524744	"HiG"	0.0281897261865907	0.17	83	216	143.178484170577	0	0.799913019743291	245	0.00204581334972709	245	34	196
"HiG_cardiac.a"	"Ccnd1"	0.00478725725252618	"HiG"	0.147009163997762	0.205	129	43	63.2162084880292	0	6.49724301782988	57	0.0166169898154217	57	174	196
"HiG_cardiac.a"	"Ccnd2"	0.00242667294420048	"HiG"	0.0524566864459862	0.18	101	117	76.5206858604774	0	2.77359336828562	123	0.00709358917720107	123	131	196
"HiG_cardiac.a"	"Ccne1"	0.00293761724471524	"HiG"	0.0899615583436657	0.243	155	88	72.4597288437905	0	3.8548250449451	100	0.00985888758297979	100	141	196
"HiG_cardiac.a"	"Cd24a"	0.00173569863143641	"HiG"	0.0444714961168621	0.131	21	158	117.448283198768	0	1.59007460879703	180	0.00406668697902054	180	67	196
"HiG_cardiac.a"	"Cd63"	0.00133222651572434	"HiG"	0.0363107826560442	0.14	30.5	203	147.164380770441	0	1.01869454296606	213	0.00260535688738122	213	30	196
"HiG_cardiac.a"	"Cd81"	0.00123337999999132	"HiG"	0.0256018056226104	0.135	24.5	218	135.940973712187	0	0.800733596970116	244	0.0020479120127113	244	40	196
"HiG_cardiac.a"	"Cdc20"	0.00350309011352816	"HiG"	0.189613778259914	0.532	241	67	62.5870117590785	0	5.32308873086084	74	0.0136140376748359	74	176	196
"HiG_cardiac.a"	"Cdca7"	0.000957913511017837	"HiG"	0.0266061664617522	0.683	293	270	58.958335089745	0	1.00771001318238	216	0.00257726346082451	216	204	196
"HiG_cardiac.a"	"Cdx1"	0.00128993029545379	"HiG"	0.0285934263793863	0.16	62	209	127.013703724455	0	0.905480125261398	227	0.0023158059469601	227	56	196
"HiG_cardiac.a"	"Cdx2"	0.00132719835213787	"HiG"	0.0335918079050206	0.157	58	204	135.579703731041	0	1.01321878513316	214	0.0025913523916449	214	41	196
"HiG_cardiac.a"	"Cdx4"	0.00088602618783448	"HiG"	0.0176299323829563	0.164	72.5	284	133.321806036123	0	0.530965401694621	278	0.00135796777927013	278	44	196
"HiG_cardiac.a"	"Cenpw"	0.00147594552484004	"HiG"	0.0605936759852545	0.384	204.5	175	60.052587049127	0	1.85159193898188	160	0.00473552925570814	160	193	196
"HiG_cardiac.a"	"Cfl2"	0.00160379863390413	"HiG"	0.0434558929568492	0.16	62	166	94.2134132634866	0	1.53599715796464	183	0.00392838147817043	183	101	196
"HiG_cardiac.a"	"Cited1"	0.000864681465944032	"HiG"	0.0197331350221661	0.166	76.5	287	151.958747158585	0	0.504901515688578	292	0.00129130822426746	292	23	196
"HiG_cardiac.a"	"Cited2"	0.000765582293748226	"HiG"	0.0150604079683086	0.205	129	311	157.880022994313	0	0.374512081515728	313	0.000957831410526158	313	13	196
"HiG_cardiac.a"	"Ckap4"	0.000819474461678875	"HiG"	0.0296157884683682	0.3	176.5	296	104.017834163526	0	0.623169997801973	265	0.00159378516061886	265	84	196
"HiG_cardiac.a"	"Clns1a"	0.0107962147100264	"HiG"	0.460326187353873	0.672	287	12	49.0408536904326	0	19.117	11	0.0488925831202046	11	288	196
"HiG_cardiac.a"	"Cmtm7"	0.000388211251049412	"HiG"	7.67984541314588e-06	0.329	184	391	31	0	0.00278126426700128	390	7.11320784399304e-06	390	358	196
"HiG_cardiac.a"	"Cnn3"	0.00126251894411975	"HiG"	0.0185019193431914	0.201	125	214	60.100237042495	0	0.845327507363619	236	0.00216196293443381	236	192	196
"HiG_cardiac.a"	"Cnpy2"	0.000589416190720733	"HiG"	0.00632644108511792	0.709	304	347	40.6395227347781	0	0.331258889634211	324	0.000847209436404632	324	325	196
"HiG_cardiac.a"	"Coprs"	0.00270290712471295	"HiG"	0.107331998692585	0.757	321	100	63.900840751731	0	4.044	96	0.0103427109974425	96	170	196
"HiG_cardiac.a"	"Cops3"	0.0059322941211486	"HiG"	0.237839042391944	0.712	305	33	58.0031256301674	0	9.918	33	0.0253657289002558	33	211	196
"HiG_cardiac.a"	"Cotl1"	0.000466262241063489	"HiG"	0.000518702285444502	0.259	161.5	373	86.5281193639495	0	0.0646770452264591	363	0.000165414437919333	363	117	196
"HiG_cardiac.a"	"Crabp1"	0.000925528066858908	"HiG"	0.0149640516614991	0.198	119.5	279	120.880280057437	0	0.526610565859386	280	0.00134683009171198	280	63	196
"HiG_cardiac.a"	"Crabp2"	0.000860299269168559	"HiG"	0.0141453158697879	0.173	90	289	127.163095988628	0	0.467596339531255	296	0.0011958985665761	296	55	196
"HiG_cardiac.a"	"Csrp2"	0.000544562021062495	"HiG"	0.000384162883082885	0.241	153	356	64.816605902871	0	0.0775677065291807	359	0.0001983828811488	359	166	196
"HiG_cardiac.a"	"Cst3"	0.000766393840172286	"HiG"	0.013199105907057	0.216	138	310	132.472206341884	0	0.420693261058561	304	0.00107594184413954	304	47	196
"HiG_cardiac.a"	"Ctnnb1"	0.079225109143449	"HiG"	0.577779194167896	0	1	1	49.4454692098361	0	81.211	1	0.207700767263427	1	283	196
"HiG_cardiac.a"	"Ctnnbip1"	0.00127633452073375	"HiG"	0.0522260132484594	0.127	16.5	211	178.906211340627	0	1.07316628672825	208	0.00274467081004667	208	1	196
"HiG_cardiac.a"	"Ctsl"	0.000982221071939151	"HiG"	0.0172552835347119	0.235	150	266	87.7855218531766	0	0.748122405433671	251	0.00191335653563599	251	112	196
"HiG_cardiac.a"	"Cyb5a"	0.00176183620691923	"HiG"	0.0178793348448828	0.617	267	157	23.4625359215512	0	2.18464903646155	143	0.00558733768915996	143	372	196
"HiG_cardiac.a"	"Cyb5r3"	0.00252977602167625	"HiG"	0.041726690612555	0.69	296.5	108	42.9967948717949	0	3.432	108	0.00877749360613811	108	315	196
"HiG_cardiac.a"	"D030056L22Rik"	0.000509716380868616	"HiG"	0.00311504405177841	0.64	275	364	86	0	0.207	346	0.000529411764705882	346	118	196
"HiG_cardiac.a"	"Dbi"	0.00144169666787246	"HiG"	0.0170723518226043	0.562	251.5	182	30.9492181554526	0	1.7022916036967	166	0.00435368696597623	166	359	196
"HiG_cardiac.a"	"Dbn1"	0.00101625333294381	"HiG"	0.033501023974399	0.231	144.5	257	100.270858093682	0	0.884692750926271	231	0.00226264130671681	231	94	196
"HiG_cardiac.a"	"Dcakd"	0.00101670242251439	"HiG"	0.0240788110020474	0.449	222	256	53.408537916834	0	0.902117378646522	228	0.00230720557198599	228	255	196
"HiG_cardiac.a"	"Dctpp1"	0.00187635269410359	"HiG"	0.12406358286001	0.919	384	149	61.3328288474129	0	2.99598667479315	115	0.00766237001225871	115	183	196
"HiG_cardiac.a"	"Ddit4"	0.00120059267231489	"HiG"	0.0405081135957102	0.185	111	221	123.115996001157	0	1.14196676174748	205	0.00292063110421351	205	62	196
"HiG_cardiac.a"	"Ddt"	0.000584128701011354	"HiG"	0.00445681486053836	0.654	279	351	47.4269533883571	0	0.329539762495971	325	0.000842812691805551	325	297	196
"HiG_cardiac.a"	"Ddx18"	0.00444036582314757	"HiG"	0.403981721148375	0.854	354.5	48	52.406814578735	0	8.64109307556807	40	0.0220999822904554	40	264	196
"HiG_cardiac.a"	"Dek"	0.00183258244348231	"HiG"	0.11209344950761	0.774	325	152	72.5109116800113	0	2.6690352995785	127	0.00682617723677367	127	140	196
"HiG_cardiac.a"	"Dkc1"	0.00371434775050252	"HiG"	0.342814934278356	0.854	354.5	59	64.7619463678569	0	6.82973874724032	54	0.0174673625249113	54	168	196
"HiG_cardiac.a"	"Dkk1"	0.00184665011272354	"HiG"	0.0507201883580669	0.139	27.5	151	130.456074335276	0	1.63593762763632	178	0.00418398370239467	178	50	196
"HiG_cardiac.a"	"Dll1"	0.00203943415058242	"HiG"	0.0438336200974986	0.145	38	138	106.673416651325	0	1.6606003124252	173	0.00424705962257085	173	78	196
"HiG_cardiac.a"	"Dll3"	0.00119135315082709	"HiG"	0.0214379947146361	0.164	72.5	224	118.560593201425	0	0.773660387922734	248	0.0019786710688561	248	65	196
"HiG_cardiac.a"	"Dnmt3b"	0.00241579086776046	"HiG"	0.0624747569730061	0.234	148.5	118	65.2643449747655	0	2.98594357975322	116	0.00763668434719494	116	164	196
"HiG_cardiac.a"	"Dusp6"	0.00107210939235318	"HiG"	0.0233147431749969	0.162	68	246	134.677346073758	0	0.743656984974161	253	0.00190193602295182	253	43	196
"HiG_cardiac.a"	"Dut"	0.00281771717507813	"HiG"	0.139945504904236	0.557	248	95	66.3903376204653	0	4.15962253922712	93	0.0106384208164376	93	159	196
"HiG_cardiac.a"	"Dynll1"	0.00170986861738178	"HiG"	0.0504744998530537	0.526	238	162	42.3113666739324	0	2.25450828857182	142	0.00576600585312487	142	318	196
"HiG_cardiac.a"	"E2f5"	0.00525880468452474	"HiG"	0.0862056743228208	0.237	151	38	84.9532561505065	0	6.91	53	0.0176726342710997	53	121	196
"HiG_cardiac.a"	"Ebna1bp2"	0.00543075518628317	"HiG"	0.45588274213747	0.813	334	37	50.0978899898469	0	10.3011085479576	31	0.0263455461584593	31	279	196
"HiG_cardiac.a"	"Echs1"	0.00906683872179255	"HiG"	0.158496641586602	0.485	233	20	51.6560262529833	0	13.408	23	0.0342915601023018	23	268	196
"HiG_cardiac.a"	"Eef1e1"	0.00321370610298405	"HiG"	0.22605402695001	0.865	360	77	50.5015455205926	0	5.78946466413649	65	0.0148068149977915	65	275	196
"HiG_cardiac.a"	"Eif1ax"	0.00822671963108966	"HiG"	0.410660532775295	0.703	300.5	23	60.6578115542404	0	14.869	20	0.0380281329923274	20	185	196
"HiG_cardiac.a"	"Emb"	0.000443324320950094	"HiG"	0.000417253145254934	0.338	187	377	97.9696734669196	0	0.0544461660803459	371	0.00013924850659935	371	99	196
"HiG_cardiac.a"	"Emg1"	0.00512041902124773	"HiG"	0.434806824838117	0.839	348	39	54.7510211478555	0	9.79476729261158	34	0.0250505557355795	34	241	196
"HiG_cardiac.a"	"Epb41l3"	0.00077022697556301	"HiG"	0.0118611491591404	0.665	283	309	25.3501496314962	0	0.618831389490669	266	0.00158268897567946	266	369	196
"HiG_cardiac.a"	"Epha4"	0.00084789439975184	"HiG"	0.0199781024259808	0.165	75	290	155.557830257934	0	0.52238643439913	282	0.00133602668644279	282	18	196
"HiG_cardiac.a"	"Epop"	0.0010318138348786	"HiG"	0.0194218729886087	0.187	112	253	79.2166351461264	0	0.846493587256959	235	0.0021649452359513	235	130	196
"HiG_cardiac.a"	"Etv4"	0.00109686649251157	"HiG"	0.0247525523924449	0.184	108.5	241	115.793058203424	0	0.844753236985055	237	0.00216049421223799	237	70	196
"HiG_cardiac.a"	"Exosc3"	0.00766939532958729	"HiG"	0.427500759448161	0.809	330	25	52.5291255665156	0	15.004	19	0.0383734015345269	19	261	196
"HiG_cardiac.a"	"Exosc7"	0.00315665601433832	"HiG"	0.248956436096438	0.894	375	81	49.2574475089522	0	5.86696488783905	63	0.0150050252885909	63	286	196
"HiG_cardiac.a"	"F11r"	0.00111723999515306	"HiG"	0.0362715143657119	0.146	39	238	164.641920292951	0	0.833966683882976	239	0.00213290711990531	239	8	196
"HiG_cardiac.a"	"Fabp5"	0.00106056762774653	"HiG"	0.0196495830281412	0.233	146.5	249	87.1338797897392	0	0.895810563501303	229	0.00229107560997776	229	114	196
"HiG_cardiac.a"	"Fabp7"	0.00101787423324979	"HiG"	0.0211396609435603	0.184	108.5	255	128.54392088475	0	0.683890237039446	259	0.00174907989012646	259	53	196
"HiG_cardiac.a"	"Fbln1"	0.000783957154012775	"HiG"	0.0156035275058544	0.182	104	304	150.642829479511	0	0.418443845597989	305	0.00107018886342197	305	25	196
"HiG_cardiac.a"	"Fbxo5"	0.00208221276058702	"HiG"	0.114913774832963	0.669	286	135	72.4350919104892	0	2.98045595110635	117	0.00762264949132058	117	142	196
"HiG_cardiac.a"	"Fermt2"	0.00114139246330888	"HiG"	0.0297547459142289	0.131	21	230	164.674985757045	0	0.690956371767331	258	0.00176715184595225	258	7	196
"HiG_cardiac.a"	"Fgf15"	0.00112519832218348	"HiG"	0.0356246175192926	0.141	33	235	161.267642283051	0	0.876454508251084	232	0.00224157163235571	232	11	196
"HiG_cardiac.a"	"Fgf3"	0.00182595552601104	"HiG"	0.0466994891543922	0.149	40	154	106.748179390501	0	1.76059402966221	163	0.00450279802982662	163	77	196
"HiG_cardiac.a"	"Fgf8"	0.00226239794637543	"HiG"	0.044725171808643	0.138	26	129	104.156192393089	0	1.87914555845702	159	0.00480599887073406	159	83	196
"HiG_cardiac.a"	"Fgfr1"	0.0021063071331139	"HiG"	0.0534015360332569	0.095	10.5	134	102.759855582182	0	1.94746895698317	153	0.00498073902041731	153	86	196
"HiG_cardiac.a"	"Fhl1"	0.000463961136100835	"HiG"	0.000174030614581559	0.297	174	374	26.2264055086352	0	0.0644951792644737	364	0.000164949307581774	364	367	196
"HiG_cardiac.a"	"Fkbp4"	0.00177542353692297	"HiG"	0.0860838615905407	0.857	356.5	156	50.6517697790864	0	2.65802385604304	128	0.00679801497709218	128	274	196
"HiG_cardiac.a"	"Fn1"	0.00283596577355931	"HiG"	0.0564749523674839	0.134	23	91	101.073150826107	0	2.49340050383173	133	0.00637698338575889	133	92	196
"HiG_cardiac.a"	"Foxb1"	0.000474085420428357	"HiG"	0.000130059960986642	0.298	175	369	32.5039810186925	0	0.0606323123533236	367	0.000155069852566045	367	356	196
"HiG_cardiac.a"	"Frzb"	0.00121293508349368	"HiG"	0.0380841986142729	0.164	72.5	220	156.648538487679	0	0.947585871862209	222	0.00242349327841997	222	15	196
"HiG_cardiac.a"	"Fscn1"	0.00140673510546638	"HiG"	0.0483856653585645	0.143	35	187	144.173315817052	0	1.22365295048802	201	0.00312954718794889	201	33	196
"HiG_cardiac.a"	"Fst"	0.000936780493475712	"HiG"	0.0241591007146084	0.179	99.5	276	153.310933671743	0	0.610986828540733	268	0.00156262615995072	268	21	196
"HiG_cardiac.a"	"Fstl1"	0.000847155543031907	"HiG"	0.0146507286525917	0.174	93	291	141.698224760789	0	0.414979184688403	306	0.00106132783807776	306	35	196
"HiG_cardiac.a"	"G3bp2"	0.00210868479788583	"HiG"	0.0537663029271347	0.472	228.5	133	57.2390380836803	0	2.29829412408121	140	0.00587799008716421	140	215	196
"HiG_cardiac.a"	"Gar1"	0.00252644573638827	"HiG"	0.258625536212246	0.907	381	109	59.1663576111251	0	4.70037720477568	86	0.0120214250761526	86	201	196
"HiG_cardiac.a"	"Gbx2"	0.00119312874853046	"HiG"	0.0200907072916228	0.153	49	223	120.301851522975	0	0.691986859286705	257	0.00176978736390462	257	64	196
"HiG_cardiac.a"	"Gcsh"	0.00575385952741859	"HiG"	0.1394591067125	0.636	274	34	45.2805796439982	0	8.764	39	0.0224143222506394	39	306	196
"HiG_cardiac.a"	"Gfra3"	0.000958639618570166	"HiG"	6.95936069133675e-05	0.062	6	269	19.3237916273716	0	0.0621637595604047	365	0.000158986597341189	365	374	196
"HiG_cardiac.a"	"Gja1"	0.00158627774117751	"HiG"	0.0463381097330556	0.156	56	168	136.818409234677	0	1.38468461399525	193	0.00354139287466815	193	39	196
"HiG_cardiac.a"	"Glul"	0.0035642677935355	"HiG"	0.126023822865724	0.619	268.5	65	56.2930072500873	0	5.38790971462313	73	0.0137798202420029	73	224	196
"HiG_cardiac.a"	"Gnas"	0.00161778379679155	"HiG"	0.0308816249813447	0.093	8.5	165	150.707202768954	0	0.809147728322198	243	0.0020694315302358	243	24	196
"HiG_cardiac.a"	"Gng2"	0.000810310613793784	"HiG"	0.000266225024836772	0.178	98	299	41.9233780142759	0	0.0951201689354186	357	0.000243274089348897	357	319	196
"HiG_cardiac.a"	"Gnl3"	0.00434365096492403	"HiG"	0.405334674373224	0.88	368	50	58.7112792811355	0	8.24710414795485	43	0.0210923379743091	43	207	196
"HiG_cardiac.a"	"Gpatch4"	0.00130230186032702	"HiG"	0.137932633521788	0.946	389.5	208	55.9534518829814	0	2.14353356055223	146	0.00548218301931516	146	230	196
"HiG_cardiac.a"	"Gpc3"	0.00117949891154491	"HiG"	0.0288691297667294	0.096	12	226	145.630129137801	0	0.786024878889439	246	0.00201029380790138	246	31	196
"HiG_cardiac.a"	"Gpx3"	0.00198629711743587	"HiG"	0.0517875715201918	0.364	193	144	74.2472576088552	0	2.39791623120603	135	0.00613277808492591	135	137	196
"HiG_cardiac.a"	"Greb1l"	0.000496593793159462	"HiG"	3.98053000275785e-05	0.214	135	365	18.0272730031371	0	0.0348569029860532	381	8.91480894783969e-05	381	376	196
"HiG_cardiac.a"	"Grsf1"	0.00104309513414999	"HiG"	0.0330247001096885	0.734	312	252	47.925754461835	0	1.14228707457424	204	0.0029214503186042	204	294	196
"HiG_cardiac.a"	"Grwd1"	0.0140700169943162	"HiG"	0.893702454115242	0.835	346.5	4	62.1160935159054	0	28.701	3	0.0734040920716113	3	178	196
"HiG_cardiac.a"	"Gstm5"	0.000804975716309299	"HiG"	0.00269554071139066	0.259	161.5	300	27.4864047795222	0	0.521340448682757	283	0.00133335153115795	283	366	196
"HiG_cardiac.a"	"Gsto1"	0.00107737920579334	"HiG"	0.0144742917667908	0.573	255	245	41.3251230437802	0	1.10687598323216	206	0.00283088486760144	206	323	196
"HiG_cardiac.a"	"Gtf2h3"	0.00353859789759278	"HiG"	0.164842968146735	0.807	328	66	60.2943499914133	0	5.823	64	0.0148925831202046	64	188	196
"HiG_cardiac.a"	"H1f0"	0.00211371347246076	"HiG"	0.0571582493505456	0.168	80	132	92.4564652113986	0	2.0943603932762	147	0.00535642044316165	147	108	196
"HiG_cardiac.a"	"H1f10"	0.000619435038290706	"HiG"	0.00704256383349993	0.591	259	344	46.647459714468	0	0.387367032309479	312	0.000990708522530637	312	300	196
"HiG_cardiac.a"	"H2ax"	0.00358879512016466	"HiG"	0.176277985876811	0.466	225.5	64	67.5571756581841	0	5.43015266743002	72	0.0138878584844758	72	154	196
"HiG_cardiac.a"	"H2az2"	0.00369916624975062	"HiG"	0.171479565060091	0.371	195	61	61.9100600927147	0	5.52120108633861	70	0.0141207188908916	70	180	196
"HiG_cardiac.a"	"H3f3a"	0.00202351803614998	"HiG"	0.0928816058474883	0.53	239	140	67.8486953828069	0	2.80584144952001	122	0.00717606508828648	122	153	196
"HiG_cardiac.a"	"Hadh"	0.00506323376704848	"HiG"	0.0706757717668144	0.674	289	41	39.9331082770693	0	7.998	44	0.0204552429667519	44	331	196
"HiG_cardiac.a"	"Hells"	0.00251421501140292	"HiG"	0.110848237229232	0.584	258	110	65.8266063400347	0	3.62317382032685	105	0.00926642920799705	105	162	196
"HiG_cardiac.a"	"Hes7"	0.000627663449081204	"HiG"	0.000504641722784928	0.233	146.5	342	37.132573528667	0	0.192845140145968	348	0.000493210077099662	348	341	196
